educationagencyname,averagetest,income50perc,ginico,percentmalesBA,percentfemalesBA,percentmalespov,percentfemalespov,percentnatam,percentasian,percenthispanic,percentblacks,percentwhites,totalenrollment
PIKE COUNTY SCHOOL CORP,0.4066,57630.81,0.3341,0.0857,0.0812,0.1187,0.1396,0.0013,0.0057,0.0054,0.0037,0.9683,898.1667
CLINTON-GRACEVILLE-BEARDSLEY,1.2376,57624.24,0.3341,0.0822,0.162,0.0758,0.1036,0.0103,0.001,0.0042,0.0011,0.9823,161.8333
GRIGGS COUNTY CENTRAL 18,0.7267,57624.24,0.2656,0.191,0.1556,0.1171,0.1344,0.0236,0,0.0052,0.0035,0.9555,109.1667
GRAFTON 3,0.1952,57614.62,0.2869,0.1649,0.1387,0.0607,0.1189,0.0143,0.0018,0.2705,0.0094,0.6436,379.5
MONROE,0.5283,57614.62,0.3836,0.2991,0.274,0.1095,0.1054,0.0029,0.0134,0.3077,0.0986,0.547,3621.167
KETTLE FALLS SCHOOL DISTRICT,0.1152,57610.35,0.3304,0.1707,0.126,0.0696,0.1479,0.0283,0.0056,0.0512,0.0086,0.882,400.6667
BALD EAGLE AREA SD,0.6494,57607.94,0.3286,0.1345,0.1422,0.0778,0.089,0.0002,0.0034,0.0087,0.0088,0.9763,837.5
CLINTON,0.5086,57607.93,0.3711,0.3321,0.2738,0.0659,0.1049,0.0019,0.0185,0.2107,0.0439,0.7175,858.3333
ALLENSTOWN SCHOOL DISTRICT,-0.0427,57599.24,0.2686,0.1643,0.1226,0.0547,0.0594,0,0.0236,0.0238,0.0195,0.9116,277.3333
SOUTHERN HUNTINGDON COUNTY SD,-0.327,57599.24,0.2707,0.0819,0.107,0.0941,0.1175,0.0003,0.0006,0.0033,0.0108,0.98,600.8333
EAST RICHLAND CUSD 1,0.1458,57579.89,0.3549,0.1855,0.1973,0.154,0.1479,0.0007,0.0089,0.017,0.0062,0.9505,897.1667
MAMMOTH UNIFIED,-0.8704,57579.89,0.3977,0.3232,0.3811,0.1503,0.1187,0.0082,0.0102,0.5483,0.0038,0.2081,535.6667
GREENSBURG SALEM SD,1.3418,57570.67,0.3563,0.3006,0.2738,0.1166,0.1295,0.0006,0.0103,0.0064,0.0777,0.8796,1294.333
EXCELSIOR SPRINGS 40,0.1754,57560.22,0.3486,0.1217,0.1119,0.0932,0.1316,0.0067,0.0066,0.0375,0.0284,0.8851,1263.167
LODI UNIFIED,-1.2066,57559.63,0.4088,0.1999,0.2001,0.1389,0.1539,0.0059,0.2148,0.3462,0.0841,0.2625,14069
BURKE SCHOOL DISTRICT 26-2,-0.0027,57499.25,0.4019,0.1578,0.1596,0.1657,0.1715,0.1231,0,0.0081,0,0.8689,82.5
BURLINGAME PUBLIC SCHOOL,0.5983,57499.25,0.3459,0.0923,0.1602,0.0811,0.1346,0,0,0.0196,0.0025,0.978,144.1667
COLUMBIANA EXEMPTED VILLAGE,1.2253,57499.25,0.341,0.1671,0.151,0.1301,0.148,0.0004,0.0096,0.0096,0.0054,0.9426,470.3333
CROSS ROADS ISD,0.2343,57499.25,0.309,0.1235,0.095,0.086,0.1161,0.0055,0.0019,0.0441,0.0193,0.9238,276.3333
CRYSTAL CITY 47,0.2099,57499.25,0.2957,0.2665,0.1505,0.0643,0.0872,0.0012,0.011,0,0.0741,0.9137,272
EDON-NORTHWEST LOCAL,1.1937,57499.25,0.289,0.1075,0.0824,0.0959,0.1325,0,0,0.0025,0.0006,0.9815,260.6667
JULESBURG SCHOOL DISTRICT NO. RE1,0.3568,57499.25,0.3258,0.1536,0.1068,0.0885,0.1907,0.0068,0.0018,0.2789,0.006,0.6829,128.6667
KENT CITY COMMUNITY SCHOOLS,0.0511,57499.25,0.3352,0.0756,0.116,0.1475,0.1316,0.002,0.003,0.1373,0.0052,0.8482,572.8333
MECHANICSBURG EXEMPTED VILLAGE,0.4951,57499.25,0.3365,0.1167,0.1513,0.0937,0.0793,0,0.0092,0.0044,0.0096,0.9597,417.8333
MOHAVE VALLEY ELEMENTARY DISTRICT,-0.7507,57499.25,0.3735,0.1219,0.1157,0.1218,0.1502,0.075,0.0212,0.2245,0.0134,0.6604,1391.167
MONFORTON ELEM,1.1131,57499.25,0.4817,0.3855,0.4253,0.0917,0.0927,0.0161,0.0109,0.0508,0,0.9053,149.5
MONTOURSVILLE AREA SD,1.5244,57499.25,0.3792,0.2572,0.26,0.0538,0.0808,0.0031,0.0046,0.0085,0.015,0.9637,904
MORGAN COUNTY,-0.5666,57499.25,0.3593,0.1558,0.1347,0.1179,0.1395,0.0069,0.0034,0.0633,0.0265,0.8959,3680
NAPOLEON 2,0.6988,57499.25,0.3451,0.1599,0.1371,0.0588,0.0922,0.0163,0.0069,0,0,0.9768,121.5
NORTH SARGENT 3,-0.0591,57499.25,0.4146,0.1065,0.1211,0.0381,0.1156,0,0.0048,0.0032,0,0.9904,103.5
OGALLALA PUBLIC SCHOOLS,0.0721,57499.25,0.4186,0.2025,0.195,0.0656,0.1389,0.0124,0.0086,0.0939,0.0032,0.8525,409.1667
PHILLIPS SCHOOL DISTRICT,0.2807,57499.25,0.357,0.1542,0.1877,0.1002,0.1384,0.0136,0.0131,0.0198,0.009,0.9384,344
RICHMOND HEIGHTS LOCAL,-1.0789,57499.25,0.3604,0.3654,0.362,0.0191,0.0486,0,0.0385,0.0139,0.7944,0.1076,388.8333
SHORELINE UNIFIED,-0.544,57499.25,0.337,0.3553,0.5759,0.0829,0.0584,0.004,0.01,0.5267,0.0032,0.2119,254
SOMIS UNION,-1.3435,57499.25,0.4786,0.3702,0.2574,0.1424,0.1688,0.0008,0.0132,0.6449,0.0178,0.3013,199.1667
SWAN RIVER ELEM,0.5223,57499.25,0.276,0.2624,0.274,0.0788,0.1123,0,0.0016,0.0159,0.0082,0.9726,102.3333
TELL CITY-TROY TWP SCHOOL CORP,0.8107,57499.25,0.3337,0.1076,0.0937,0.092,0.1144,0.0027,0.0089,0.0174,0.0036,0.9401,693
WEST BURLINGTON IND SCHOOL DISTRICT,-0.347,57499.25,0.3165,0.1623,0.1321,0.0465,0.1279,0.002,0.0203,0.0582,0.0883,0.7719,341.1667
WEST SABINE ISD,-1.1785,57499.25,0.3772,0.0795,0.0598,0.1744,0.2275,0.0006,0,0.0243,0.0678,0.8882,293.6667
WHITNEY POINT CENTRAL SCHOOL DISTRICT,-0.3798,57499.25,0.3666,0.1503,0.1734,0.1157,0.1227,0.0002,0.0058,0.0076,0.0141,0.9648,680.6667
WILLOW LAKE SCHOOL DISTRICT 12-3,-0.9632,57499.25,0.3774,0.0547,0.1053,0.1229,0.1318,0.0199,0,0.0281,0,0.952,95
WONEWOC-UNION CENTER SCHOOL DISTRICT,0.0123,57499.25,0.363,0.0867,0.0992,0.1364,0.1411,0.0023,0.0012,0.0258,0.0192,0.9317,140.8333
WOODLAWN CCSD 4,-0.312,57499.25,0.335,0.2066,0.1598,0.1236,0.1341,0.0031,0.0008,0.0072,0.0111,0.9682,209.5
WORTH SD 127,-0.0458,57499.25,0.357,0.1196,0.1539,0.1121,0.0968,0.0018,0.0225,0.1677,0.0323,0.7406,659.5
BAKERSFIELD SCHOOL DISTRICT,-1.1747,57499.24,0.3734,0.1606,0.2306,0.102,0.1387,0.0033,0.0049,0.0132,0.0016,0.9736,100
WATERFORD SCHOOL DISTRICT,1.3063,57499.24,0.3727,0.3362,0.3173,0.032,0.0428,0.0043,0,0.009,0.0016,0.9769,111.3333
NORTH CENTRAL LOCAL,1.6153,57477.51,0.283,0.1591,0.1727,0.0336,0.067,0.0005,0.0034,0.0071,0.006,0.9524,645.3333
NORTH SANPETE DISTRICT,0.2971,57477.51,0.307,0.2262,0.1315,0.0969,0.1166,0.0053,0.0047,0.1208,0.0079,0.8472,1103.833
POCONO MOUNTAIN SD,0.2802,57475.89,0.3824,0.2323,0.2195,0.1176,0.1339,0.002,0.0219,0.2279,0.2626,0.4848,4750.167
MSAD 23,0.0086,57472.94,0.3135,0.141,0.1973,0.0992,0.1556,0.0052,0.0035,0.0052,0.0151,0.9654,384
REDWOOD CITY ELEMENTARY,-0.8117,57468.39,0.4269,0.3542,0.3687,0.1073,0.1232,0.0029,0.0445,0.6888,0.018,0.2227,5396.667
LAKEVIEW COMMUNITY SCHOOLS,-0.2737,57460.79,0.2693,0.1227,0.1829,0.061,0.0613,0.0025,0.0105,0.2476,0.0033,0.7292,274.3333
EAST BUTLER PUBLIC SCHOOLS,-0.007,57443.7,0.2983,0.1064,0.1886,0.1067,0.1361,0,0,0,0.0012,0.9988,134.1667
GRAND COULEE DAM SCHOOL DISTRICT,-1.216,57443.7,0.3698,0.2512,0.1453,0.0898,0.1707,0.4104,0.0089,0.0865,0.0053,0.3493,284
JEFFERSON COUNTY NORTH,0.6279,57443.7,0.343,0.1138,0.1635,0.0633,0.0935,0.0039,0,0.0039,0,0.9761,217.5
SAND SPRINGS,-0.1098,57441.12,0.3516,0.1853,0.1556,0.0918,0.1085,0.2003,0.0062,0.0409,0.0418,0.7038,2251
WEST HOLMES LOCAL,0.4676,57441.12,0.3411,0.1291,0.1429,0.1042,0.1574,0,0,0.0062,0.0001,0.9846,1157.667
PARKERS PRAIRIE PUBLIC SCHOOL DIST.,0.7429,57427.83,0.3483,0.143,0.1423,0.1028,0.1201,0,0.0042,0.0056,0.0049,0.9783,238.1667
MASSAC UD 1,0.4048,57423.5,0.3377,0.1487,0.1332,0.0995,0.1552,0.002,0.0016,0.02,0.0666,0.8507,1007.667
DULUTH PUBLIC SCHOOL DISTRICT,0.4094,57422.34,0.4284,0.3221,0.3205,0.1749,0.2009,0.0446,0.0196,0.022,0.069,0.81,4410.667
MOUNT OLIVE CUSD 5,-0.1104,57415.93,0.3104,0.1018,0.1013,0.1091,0.1206,0.0028,0.0033,0.0013,0.0108,0.9777,243.1667
OBION COUNTY SCHOOL DISTRICT,-0.1251,57406.67,0.3218,0.1042,0.1296,0.1013,0.1331,0.0005,0.004,0.0396,0.0401,0.9108,1769.667
ADAMS-CHESHIRE,0.3006,57399.26,0.3491,0.2043,0.2173,0.0888,0.1259,0.0058,0.0098,0.0233,0.0476,0.9084,856.5
ASHTON-FRANKLIN CENTER CUSD 275,0.4308,57399.26,0.3606,0.0958,0.0959,0.0792,0.0864,0.0041,0.0024,0.0589,0.0147,0.9073,254
FERNDALE UNIFIED,-0.5707,57399.26,0.3758,0.2194,0.2685,0.1183,0.0998,0.0362,0.0066,0.1601,0.0007,0.7928,227.6667
MISSION VALLEY,0.1925,57399.26,0.2746,0.2493,0.1722,0.1244,0.1492,0.0045,0.0045,0.0448,0.0021,0.9074,233
BIRDVILLE ISD,-0.0689,57386.8,0.3735,0.2421,0.2118,0.0964,0.1165,0.0062,0.0501,0.3645,0.0744,0.4874,10415
MOORE COUNTY SCHOOLS,0.46,57383.88,0.3888,0.3288,0.2706,0.1144,0.1435,0.0125,0.0105,0.1012,0.2007,0.6555,6083.833
RAYMOND SCHOOL DISTRICT,0.5501,57380.21,0.3366,0.2199,0.2057,0.0488,0.0771,0.0028,0.0044,0.0233,0.016,0.9421,653.1667
JACKSON COUNTY,0.3341,57377.9,0.3718,0.1366,0.1919,0.1281,0.149,0.0021,0.0247,0.1087,0.0454,0.7876,3331
STARMONT COMM SCHOOL DISTRICT,0.5053,57374.26,0.2688,0.1257,0.1699,0.066,0.1411,0.0024,0,0.0037,0.0023,0.9856,278
NORTHEAST SCHOOL CORP,-0.4046,57367.68,0.305,0.1195,0.1017,0.0874,0.1594,0.0077,0.0012,0.0118,0.0049,0.9643,634.1667
CARROLLTON EXEMPTED VILLAGE,0.3942,57360.38,0.3303,0.118,0.1147,0.146,0.173,0.0055,0.0013,0.0045,0.0014,0.9754,1076.5
NEWFOUND AREA SCHOOL DISTRICT,0.8713,57352.21,0.3094,0.2567,0.2806,0.0891,0.1197,0.0095,0.0209,0.011,0.0149,0.9356,575.8333
BARTOW COUNTY,-0.1958,57350.61,0.3721,0.1433,0.1533,0.1222,0.1519,0.0017,0.0085,0.0917,0.0847,0.7874,6593.833
WARROAD PUBLIC SCHOOL DISTRICT,0.4648,57349.27,0.369,0.1732,0.1319,0.1484,0.1617,0.089,0.0826,0.0037,0.0018,0.8174,458
LEWISTOWN CUSD 97,-0.9108,57332.6,0.386,0.109,0.1445,0.118,0.1469,0,0.0032,0.0015,0.002,0.9933,323.8333
O'NEILL PUBLIC SCHOOLS,-0.2395,57332.6,0.3186,0.1398,0.1657,0.0852,0.0826,0.0015,0.0016,0.1644,0.0005,0.8214,324.8333
RICHFIELD ELEMENTARY,0.3434,57332.6,0.3968,0.1132,0.1523,0.1082,0.1472,0.0143,0.0117,0.3203,0.0263,0.6104,171.8333
SILEX R-I,-0.2845,57332.6,0.2698,0.0817,0.1263,0.0881,0.0588,0,0,0.017,0.0129,0.965,167.8333
TWIN BRIDGES K-12 SCHOOLS,0.7062,57332.6,0.3133,0.3018,0.3809,0.1976,0.1433,0.0106,0.0358,0.0225,0.0014,0.9223,111.5
WAVERLY CENTRAL SCHOOL DISTRICT,-0.2143,57332.6,0.3665,0.1459,0.1507,0.1046,0.1973,0.0004,0.008,0.012,0.0054,0.9686,747.6667
WORCESTER CENTRAL SCHOOL DISTRICT,-0.118,57332.6,0.37,0.142,0.233,0.169,0.1182,0,0.0018,0.0118,0.012,0.9744,168
NEW HANOVER COUNTY SCHOOLS,0.6725,57314.08,0.4244,0.3616,0.3611,0.1375,0.1694,0.0048,0.0154,0.0805,0.2448,0.6296,11526.67
LEECHBURG AREA SD,-0.0314,57311.77,0.3491,0.1365,0.175,0.0959,0.1385,0,0.0013,0.0043,0.0299,0.9636,384.8333
INDIAN RIVER SCHOOL DISTRICT,1.0641,57299.27,0.3841,0.1952,0.1827,0.1014,0.1181,0.0104,0.0167,0.206,0.1464,0.5951,4405.333
TALLASSEE CITY,-1.1541,57296.57,0.3158,0.1501,0.2042,0.1272,0.1312,0.0007,0.012,0.0159,0.2648,0.7016,909.3333
UNION R-XI,0.1543,57296.57,0.3515,0.1401,0.211,0.059,0.1054,0.0006,0.0046,0.0111,0.0216,0.9597,1350.667
BOSWELL,-0.8097,57284.98,0.3624,0.0599,0.1503,0.2265,0.2346,0.4914,0,0.0435,0.0421,0.4189,145
FLOOD BROOK USD #20,1.698,57284.98,0.2516,0.4014,0.3889,0.0536,0.0564,0,0.0057,0.0092,0.0057,0.9782,175
LEROY-GRIDLEY,-0.2654,57284.98,0.2966,0.0857,0.1602,0.099,0.0605,0,0.0031,0.0135,0.0031,0.9365,97.5
POLO CUSD 222,0.2268,57284.98,0.297,0.1405,0.1957,0.0794,0.0763,0,0.0033,0.0518,0.0105,0.9082,288.1667
PORTAGE TOWNSHIP SCHOOLS,0.6005,57277.05,0.3621,0.1451,0.1489,0.0845,0.1497,0.0029,0.0073,0.1745,0.0792,0.6709,3816.167
FOUNTAIN LAKE SCHOOL DISTRICT,0.1183,57272,0.3864,0.3902,0.2561,0.0692,0.0688,0.013,0.0037,0.0551,0.0174,0.874,592.6667
GALLATIN CUSD 7,-0.4758,57272,0.3643,0.1217,0.0765,0.1593,0.1831,0,0.0032,0.0139,0.0124,0.9568,316.6667
MILTON-UNION EXEMPTED VILLAGE,0.7745,57272,0.3165,0.1606,0.1272,0.0486,0.0969,0.0018,0.0023,0.0044,0.0025,0.97,722.8333
RALSTON PUBLIC SCHOOLS,-0.2497,57272,0.333,0.2762,0.2533,0.0887,0.0942,0.0083,0.0241,0.2474,0.0649,0.6349,1271.833
SEARCY SCHOOL DISTRICT,0.9881,57272,0.4044,0.2811,0.2431,0.1281,0.162,0.0037,0.0067,0.0618,0.0955,0.7955,1895.833
WASHINGTON COMM SCHOOL DISTRICT,-0.1825,57272,0.3915,0.2003,0.234,0.108,0.17,0.0025,0.0055,0.1582,0.0248,0.7947,791.5
HARNEY COUNTY SD 3,-0.5389,57265.94,0.3746,0.1819,0.1406,0.1614,0.1958,0.0423,0.0037,0.055,0.0012,0.8337,411.8333
PERRIS UNION HIGH,-2.1049,57264.46,0.386,0.142,0.1375,0.1416,0.1633,0.0022,0.0123,0.837,0.1015,0.0352,1251.5
NEWBURGH CITY SCHOOL DISTRICT,-1.1394,57258.89,0.4037,0.1936,0.2407,0.1231,0.1601,0.0027,0.0242,0.431,0.2882,0.2512,5087
FERRIS ISD,-0.9341,57249.28,0.3647,0.0924,0.1315,0.1245,0.1652,0.0045,0.0023,0.6344,0.0783,0.2748,1062
LITTLE AXE,-0.595,57249.28,0.392,0.1695,0.1671,0.1377,0.1627,0.2261,0.0016,0.0344,0.0113,0.671,526.3333
MILACA PUBLIC SCHOOL DISTRICT,0.0837,57249.28,0.3368,0.1373,0.1409,0.1017,0.1222,0.013,0.0055,0.0136,0.0026,0.958,820.6667
WESTWOOD UNIFIED,-2.3133,57249.28,0.367,0.1908,0.2159,0.1377,0.1596,0.038,0,0.1322,0.0146,0.8046,158.8333
ECHO SD 5,-1.2984,57249.27,0.3492,0.25,0.237,0.1787,0.0943,0.0351,0,0.1441,0.003,0.8162,115.3333
IKM COMM SCHOOL DISTRICT,0.2412,57249.27,0.2719,0.1027,0.1684,0.0611,0.0886,0.0011,0.0006,0.0239,0.0102,0.9637,294.6667
HOMER-CENTER SD,0.1524,57230.05,0.2892,0.15,0.1695,0.0962,0.1405,0.0025,0,0.005,0.0132,0.9573,404.5
NORTHWESTERN LOCAL,0.4545,57221.5,0.3568,0.1814,0.1455,0.0886,0.0914,0.002,0.0076,0.0124,0.0103,0.9397,827.5
FREDERICKTOWN LOCAL,0.7582,57213.56,0.3131,0.1363,0.1636,0.0662,0.0684,0.0043,0.0003,0.0165,0.0003,0.9586,541
MSAD 68,0.0988,57209.8,0.3214,0.1908,0.187,0.0981,0.1495,0.0055,0.0019,0.0209,0.0028,0.9418,436.6667
NORTH MONTEREY COUNTY UNIFIED,-2.0968,57208.58,0.4273,0.1963,0.1961,0.0889,0.1092,0.0043,0.0199,0.8113,0.0071,0.149,1945.333
CENTRAL UNIFIED,-0.9176,57200.54,0.3796,0.1892,0.1891,0.1392,0.1717,0.0088,0.1371,0.5188,0.1118,0.199,6995.667
BALLICO-CRESSEY ELEMENTARY,-0.5017,57199.28,0.3532,0.213,0.2946,0.1044,0.0888,0.0008,0.0336,0.6395,0.0016,0.3134,203.3333
CARBON DISTRICT,-0.2964,57199.28,0.3681,0.1586,0.1251,0.118,0.1344,0.0107,0.0035,0.1147,0.0069,0.8581,1835.5
GOSHEN-LEMPSTER COOP SCHOOL DISTRICT,-0.0331,57199.28,0.2929,0.2395,0.2362,0.08,0.1169,0,0,0.0077,0,0.9829,107.6667
REDBANK VALLEY SD,0.6475,57199.28,0.34,0.1206,0.1323,0.0831,0.1281,0,0.0006,0.0006,0.0058,0.9929,519.3333
DEVILS LAKE 1,0.5527,57199.27,0.3993,0.2227,0.1982,0.124,0.1672,0.2764,0.0039,0.0064,0.0051,0.704,723.3333
GRAHAM LOCAL,0.1891,57191.59,0.347,0.149,0.1459,0.0759,0.1198,0.002,0.0037,0.0067,0.0045,0.9656,1068.667
CAMDEN COUNTY,0.2771,57189.76,0.3668,0.1919,0.2156,0.1273,0.1787,0.005,0.0148,0.0561,0.2298,0.637,4148.667
FARMINGTON MUNICIPAL SCHOOLS,-0.8746,57189.76,0.3958,0.1976,0.1564,0.1543,0.1946,0.2901,0.0058,0.2948,0.0118,0.3924,5024.5
CRANBERRY AREA SD,0.5075,57186.78,0.3476,0.1685,0.1335,0.1463,0.1689,0.0009,0.0089,0.0046,0.0105,0.9751,542
KELLYVILLE,-1.1371,57186.78,0.3408,0.0707,0.0607,0.1377,0.1424,0.2044,0.0042,0.0351,0.0055,0.6527,513.6667
LEDGEMONT LOCAL,-0.1858,57186.78,0.2869,0.1627,0.1915,0.0713,0.0502,0,0,0.0014,0.0096,0.9781,250.1667
BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT,-0.0302,57173.2,0.388,0.1495,0.1709,0.1232,0.1016,0.001,0.0101,0.0197,0.0212,0.9443,822.6667
FAIRFIELD SCHOOL DISTRICT,1.0655,57165.95,0.3146,0.2359,0.2802,0.0677,0.0811,0,0.0009,0.016,0.0021,0.9536,155.3333
GERING PUBLIC SCHOOLS,-0.1261,57165.95,0.3642,0.2202,0.1749,0.1185,0.1665,0.0229,0.0034,0.2871,0.0095,0.6633,934.6667
WILMINGTON CITY,0.2939,57161.45,0.3828,0.1763,0.1647,0.1515,0.1716,0.0018,0.0076,0.033,0.0392,0.8554,1492.333
BRISTOL TOWNSHIP SD,-0.1258,57142.14,0.3439,0.1219,0.1371,0.0618,0.0955,0.0049,0.0245,0.1057,0.1803,0.6517,3008.833
LOWER KUSKOKWIM SCHOOL DISTRICT,-3.6069,57142.14,0.4143,0.1244,0.1778,0.1665,0.1917,0.9546,0.0035,0.0042,0.0021,0.0343,1939
WEST HARDIN COUNTY CISD,-0.8411,57142.14,0.4101,0.0531,0.1149,0.1785,0.1882,0.0068,0,0.0205,0.0086,0.9554,269.8333
WILLITS UNIFIED,-1.6969,57142.14,0.433,0.1723,0.2193,0.1375,0.1984,0.07,0.0174,0.2329,0.005,0.6456,828.6667
FRUITLAND DISTRICT,0.5612,57132.62,0.3966,0.1666,0.157,0.1227,0.1575,0.0023,0.0098,0.2325,0.0049,0.7395,780.1667
RHINELANDER SCHOOL DISTRICT,-0.2149,57120.5,0.3494,0.2256,0.1872,0.1123,0.104,0.0162,0.0049,0.0139,0.0099,0.9416,966.6667
BOYD CO,0.0773,57114.67,0.3886,0.1368,0.1692,0.1409,0.1849,0.0002,0.003,0.0101,0.0061,0.9703,1444
CHARITON COMM SCHOOL DISTRICT,-0.0308,57114.67,0.3418,0.1283,0.0864,0.1531,0.1881,0.0026,0.001,0.0146,0.0048,0.9703,636.3333
EAST NOBLE SCHOOL CORP,0.1835,57110.4,0.3241,0.1677,0.1461,0.1008,0.1268,0.0032,0.0062,0.0645,0.0043,0.9023,1736
NORTH COLLINS CENTRAL SCHOOL DISTRICT,0.5564,57110.4,0.4199,0.1761,0.1728,0.0982,0.123,0.0144,0,0.0669,0.0203,0.8953,278.8333
OXBOW UHSD #30,0.6041,57110.4,0.262,0.2636,0.3256,0.0907,0.1005,0,0.0064,0.0116,0.0097,0.9544,106.1667
CHRISTINA SCHOOL DISTRICT,-0.2157,57108.29,0.3995,0.3209,0.3116,0.1211,0.1527,0.0025,0.0483,0.1573,0.4004,0.3752,9143.833
NEWTON,0.5076,57104.55,0.4418,0.2522,0.1761,0.116,0.1393,0.0011,0.0303,0.1034,0.093,0.7665,449.5
WILMINGTON AREA SD,1.1757,57096.06,0.3357,0.2456,0.2537,0.0903,0.1058,0.0018,0.0081,0.0108,0.0108,0.9658,638.3333
ADDISON SD 4,-0.5885,57082.63,0.3746,0.2137,0.2121,0.0823,0.0981,0.0016,0.041,0.6443,0.0219,0.2778,2751.833
LINDEN,-0.4599,57082.63,0.3924,0.1889,0.1803,0.0634,0.085,0.001,0.0234,0.3367,0.3607,0.2628,2498.333
GLENPOOL,-0.365,57064.51,0.3065,0.1927,0.1775,0.0721,0.0749,0.1616,0.0105,0.0752,0.0243,0.5472,1066
MIDDLETON DISTRICT,-0.0568,57040.11,0.3809,0.2016,0.1874,0.0917,0.1268,0.0043,0.0067,0.1163,0.0063,0.8482,1481.667
CHARLOTTE-MECKLENBURG SCHOOLS,0.3825,57009.71,0.429,0.4116,0.3895,0.1136,0.1354,0.0045,0.0487,0.1669,0.4245,0.3327,67530.33
ANITA COMM SCHOOL DISTRICT,0.8085,56999.3,0.3754,0.1516,0.1427,0.0459,0.0848,0,0,0,0.0132,0.9868,48
COON RAPIDS-BAYARD COMM SCHOOL DISTRICT,0.0343,56999.3,0.296,0.1492,0.1437,0.0453,0.103,0,0.0009,0.0926,0.0009,0.8928,184.5
DAKOTA PRAIRIE 1,0.1623,56999.3,0.3232,0.2316,0.1766,0.091,0.0916,0.0088,0.0034,0.0235,0.006,0.9466,108.3333
ELK HORN-KIMBALLTON COMM SCHOOL DISTRICT,0.5235,56999.3,0.3318,0.1825,0.1679,0.1115,0.1222,0.0167,0.006,0.0062,0,0.957,69.5
FARMINGDALE BOROUGH,1.2314,56999.3,0.3235,0.3369,0.2468,0.0351,0.0457,0,0.023,0.1063,0.0621,0.7606,93
HAMMON,-1.0019,56999.3,0.3995,0.1799,0.25,0.2072,0.2113,0.3209,0.0017,0.0521,0.0117,0.6034,110.3333
HAMMOND CENTRAL SCHOOL DISTRICT,-0.8154,56999.3,0.3351,0.2171,0.2738,0.1849,0.187,0.0025,0,0.0012,0.0049,0.9914,137.6667
JACKSON CENTER LOCAL,0.2549,56999.3,0.2926,0.1021,0.1603,0.0602,0.1021,0.0015,0.0028,0.0083,0.0034,0.9727,236.3333
KOOTENAI DISTRICT,-0.0026,56999.3,0.3315,0.2727,0.2482,0.1409,0.1992,0.0378,0,0.0254,0.0132,0.8797,105.3333
LACROSSE,0.5212,56999.3,0.3008,0.1557,0.147,0.0964,0.1274,0.0024,0.0052,0.0374,0.005,0.9435,128.8333
LAKELAND DISTRICT,0.7886,56999.3,0.3468,0.1931,0.1597,0.0808,0.1133,0.007,0.0045,0.0237,0.0029,0.9486,2017.5
MANAWA SCHOOL DISTRICT,0.126,56999.3,0.3361,0.0991,0.1571,0.0785,0.0928,0.0016,0.0043,0.0253,0.0081,0.9591,309
MONROE PUBLIC SCHOOLS,-0.892,56999.3,0.3761,0.1792,0.167,0.1231,0.1425,0.0006,0.008,0.0478,0.1066,0.8256,2731.5
MONTGOMERY AREA SD,1.4779,56999.3,0.3365,0.1171,0.1146,0.1276,0.1412,0,0.0017,0.0207,0.0206,0.9446,379.1667
MORRISONVILLE CUSD 1,-0.3421,56999.3,0.2783,0.0912,0.0799,0.0677,0.0741,0,0,0,0.0046,0.9832,136.6667
NISHNA VALLEY COMM SCHOOL DISTRICT,0.0324,56999.3,0.3184,0.1913,0.1321,0.0917,0.1,0,0.0019,0.007,0.0057,0.9854,186.3333
PALO VERDE ELEMENTARY DISTRICT,-0.5554,56999.3,0.3218,0.1282,0.1692,0.1319,0.1769,0.0175,0.003,0.5353,0.0234,0.4192,307.8333
PHELPS CO. R-III,0.0014,56999.3,0.3314,0.061,0.0781,0.1415,0.1358,0.0028,0.0014,0.0166,0.0238,0.9473,124
SANDRIDGE SD 172,-1.4344,56999.3,0.4303,0.0902,0.1464,0.2252,0.2248,0.0012,0.0029,0.1533,0.4063,0.3102,278.3333
SAVOY ISD,0.3179,56999.3,0.3907,0.1259,0.1722,0.0615,0.1758,0.0256,0.0038,0.0488,0.0052,0.8825,125.1667
TROY SCHOOL DISTRICT,-0.4812,56999.3,0.3017,0.1069,0.1293,0.1285,0.1765,0,0,0.0135,0,0.9865,110.1667
AUSTINTOWN LOCAL,0.5279,56983.43,0.3462,0.2082,0.1641,0.1063,0.1521,0.0017,0.0088,0.0322,0.0899,0.839,2415.167
PENNCREST SD,0.2435,56983.43,0.3268,0.1487,0.1777,0.0856,0.1114,0.0014,0.0037,0.0062,0.005,0.9588,1583.833
LAKE TAHOE UNIFIED,-0.7342,56982.06,0.4082,0.235,0.2586,0.1516,0.1663,0.0068,0.0528,0.4136,0.0103,0.4901,1687.5
MADISON LOCAL,0.2244,56980.43,0.3696,0.1928,0.1373,0.1091,0.1283,0.0004,0.0052,0.0332,0.0063,0.9266,1492.667
DOVER CITY,0.8672,56963.59,0.3139,0.1887,0.2042,0.0894,0.1082,0,0.0035,0.0269,0.0146,0.9282,1266.667
PRYOR,0.2055,56963.59,0.3672,0.1385,0.1263,0.1342,0.1908,0.4132,0.0087,0.042,0.0079,0.4877,1089.667
