educationagencyname,averagetest,income50perc,percentblacks,percentwhites,totalenrollment
TEXARKANA ISD,-0.3323,38378.95,0.4561,0.3861,2930.833
TEXARKANA SCHOOL DISTRICT,-1.2611,39068.95,0.4866,0.4445,1971.5
TEXAS CITY ISD,-0.5798,50135.12,0.2037,0.3683,2703.333
TEXICO MUNICIPAL SCHOOLS,0.2555,38665.93,0.0229,0.5532,247.8333
TGU 60,-0.0255,40333.27,0.0011,0.9257,142.5
THACKERVILLE,-2.4677,53249.67,0.0011,0.6085,131
THATCHER UNIFIED DISTRICT,0.5325,44999,0.0074,0.77,666.8333
THAYER CENTRAL COMMUNITY SCHS,0.6689,64874.67,0.0369,0.9382,167
THAYER R-II,0.9223,37832.77,0.0006,0.9794,297.8333
THERMALITO UNION ELEMENTARY,-1.7698,32499.5,0.0208,0.4633,1012
THETFORD SCHOOL DISTRICT,1.57,78958.17,0.0194,0.9286,121
THIEF RIVER FALLS SCHOOL DISTRICT,0.7833,58399.16,0.0234,0.8775,888.5
THOMAS COUNTY,-0.6272,44050.91,0.3235,0.611,2413.833
THOMAS-FAY-CUSTER UNIFIED DIST,0.5616,60749.95,0.0169,0.8008,192.3333
THOMASBORO CCSD 130,0.408,26666.33,0.0277,0.7928,102
THOMASTON SCHOOL DISTRICT,0.598,85325.67,0.0117,0.9558,518.6667
THOMASTON-UPSON COUNTY,-0.5957,41120.46,0.3495,0.5879,2066.5
THOMASVILLE CITY,-1.1129,36562.19,0.4253,0.5642,691
THOMASVILLE CITY,-1.0754,29407.01,0.6721,0.2931,1326.833
THOMASVILLE CITY SCHOOLS,-1.4611,23540.96,0.3983,0.2637,1140.833
THOMPSON 61,1.4018,83636.02,0.0124,0.9628,192.3333
THOMPSON FALLS ELEM,0.4129,45937.31,0.0059,0.8942,195.8333
THOMPSON SCHOOL DISTRICT,0.0746,71249.25,0.008,0.9282,592.3333
THOMPSON SCHOOL DISTRICT R-2J,0.7306,74002.75,0.0117,0.7704,6834.333
THOMPSONVILLE CUSD 174,-0.211,56799.32,0,0.9957,146.8333
THORNAPPLE KELLOGG SCHOOL DISTRICT,0.7137,73465.01,0.0077,0.9137,1351.5
THORNDALE ISD,-0.2665,54332.9,0.0263,0.7059,243.6667
THORNTON SCHOOL DISTRICT,1.4867,63499.77,0.0103,0.9818,146.8333
THORNTON SD 154,0.0632,62699.82,0.228,0.5601,145.8333
THORP SCHOOL DISTRICT,0.4769,56427.93,0.003,0.9797,230
THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,0.2254,49699.06,0.0174,0.9398,492
THRALL ISD,0.396,66524.56,0.0251,0.6994,304.1667
THREE FORKS ELEM,0.2633,47785.16,0.0095,0.9636,247.5
THREE LAKES SCHOOL DISTRICT,0.5132,49449.11,0.0041,0.9689,216
THREE RIVERS COMMUNITY SCHOOLS,-0.0529,48862.86,0.0912,0.7921,1222.167
THREE RIVERS ISD,-0.1378,60499.97,0.0037,0.4091,277.6667
THREE RIVERS LOCAL,1.0344,61293.02,0.0062,0.9449,844.8333
THREE RIVERS/JOSEPHINE COUNTY SD,-0.3228,47416.18,0.0113,0.8479,2266
THREE VILLAGE CENTRAL SCHOOL DISTRICT,1.562,138495,0.0143,0.8664,3447.833
THUNDER RIDGE SCHOOLS,0.822,52899.71,0.0235,0.8809,106.3333
TICONDEROGA CENTRAL SCHOOL DISTRICT,0.313,42832.77,0.0063,0.8853,353.3333
TIFFIN CITY,0.5943,43749.25,0.0173,0.9042,1375.5
TIFT COUNTY,-0.398,40392.08,0.3429,0.4538,3545.167
TIGARD-TUALATIN SD 23J,0.7042,74542.51,0.0174,0.6202,5843.5
TIGERTON SCHOOL DISTRICT,-0.3487,53666.3,0.0051,0.9295,113.3333
TILLAMOOK SD 9,-0.2324,39686.56,0.0046,0.6595,852
TIMBER LAKE SCHOOL DISTRICT 20-3,-0.3421,44374.13,0,0.3475,136.6667
TIMBERLAKE,-1.5823,43749.25,0.0225,0.8778,111.8333
TIMBERLANE REGIONAL SCHOOL DISTRICT,1.1772,100115.7,0.0101,0.9654,1930
TIMPSON ISD,0.1101,45699.86,0.2385,0.6285,261.8333
TINLEY PARK CCSD 146,0.3473,63172.86,0.0454,0.775,1525
TINTON FALLS,1.5685,93582.59,0.1054,0.6515,1029.167
TIOGA 15,0.4477,74499.03,0.022,0.9153,142.3333
TIOGA CENTRAL SCHOOL DISTRICT,0.5562,43499.3,0.008,0.9764,463
TIPP CITY EXEMPTED VILLAGE,1.5532,85416.25,0.0073,0.9468,1186.167
TIPPECANOE SCHOOL CORP,0.6783,67887.41,0.0363,0.7858,5554.333
TIPPECANOE VALLEY SCHOOL CORP,-0.0233,45681.68,0.0029,0.8492,973.1667
TIPTON,-1.9088,42624.48,0.0746,0.5359,109.5
TIPTON COMM SCHOOL DISTRICT,0.4185,65832.95,0.0093,0.9438,406.3333
TIPTON COMMUNITY SCHOOL CORP,0.455,64038.19,0.0034,0.9446,833.3333
TIPTON COUNTY SCHOOL DISTRICT,-0.2003,52087.17,0.2465,0.7283,5497
TIPTON ELEMENTARY,-1.7019,42332.87,0.0021,0.0622,390.6667
TIPTON R-VI,0.0681,58999.1,0.005,0.9548,263.8333
TISHOMINGO,-0.7912,29124.18,0.026,0.5845,377.8333
TISHOMINGO CO SP MUN SCH DIST,0.0864,34771.77,0.0289,0.9243,1481.5
TITONKA CONSOLIDATED SCHOOL DISTRICT,-0.5422,60749.95,0.0078,0.8989,54.5
TITUSVILLE AREA SD,0.3418,47390.82,0.0094,0.9602,902.6667
TIVERTON,0.9731,76587.24,0.0115,0.9739,881.6667
TODD COUNTY,-0.0516,42425.98,0.0992,0.8398,931.1667
TODD COUNTY SCHOOL DISTRICT 66-1,-3.0957,23749.25,0.001,0.0284,951.3333
TOLAR ISD,0.4637,60794.07,0.0041,0.9347,267.5
TOLEDO CITY,-1.4051,31040.72,0.4425,0.3979,14560
TOLEDO SCHOOL DISTRICT,-0.7159,53249.68,0.009,0.8279,373
TOLLAND SCHOOL DISTRICT,1.6875,118477.5,0.0168,0.9223,1427.5
TOLLESON ELEMENTARY DISTRICT,-1.296,41624.68,0.0917,0.0607,1799.167
TOLONO CUSD 7,0.2966,63999.73,0.0043,0.9403,715.8333
TOLTEC ELEMENTARY DISTRICT,-1.7362,41730.42,0.0689,0.3123,738.1667
TOM BEAN ISD,0.4072,74999,0.0215,0.8978,344.8333
TOMAH AREA SCHOOL DISTRICT,-0.2147,56666,0.0247,0.8835,1313
TOMAHAWK SCHOOL DISTRICT,0.2899,64422.78,0.0072,0.9689,582.1667
TOMBALL ISD,0.9414,85172.01,0.0572,0.6142,5054
TOMBSTONE UNIFIED DISTRICT,-0.9862,38436.81,0.0595,0.592,357.3333
TOMORROW RIVER SCHOOL DISTRICT,0.5786,67019.53,0.0079,0.9618,442.5
TOMS RIVER REGIONAL,1.0637,83255.84,0.0451,0.8031,7253.5
TONASKET SCHOOL DISTRICT,-0.5578,42642.33,0.0128,0.6067,479.5
TONAWANDA CITY SCHOOL DISTRICT,0.9201,55311.97,0.0194,0.9348,814.5
TONGANOXIE,0.2474,75980.35,0.0078,0.9042,888
TONICA CCSD 79,0.826,81499.74,0.0081,0.931,132.6667
TONKAWA,-0.4147,49374.13,0.0117,0.6244,319.5
TOOELE DISTRICT,-0.1881,66428.14,0.0103,0.8376,6834.667
TOOMBS COUNTY,-0.9247,47094.18,0.179,0.5565,1397.5
TOPEKA PUBLIC SCHOOLS,-0.9161,32765.84,0.219,0.4231,6057
TOPPENISH SCHOOL DISTRICT,-1.6961,33170.1,0.0004,0.0514,1637.333
TOPSFIELD,2.6061,155263,0.0069,0.9489,358.3333
TORNILLO ISD,-0.4901,23927.79,0.0008,0.0079,617.5
TORONTO CITY,-0.2911,39999,0.0155,0.9532,365.8333
TORRANCE UNIFIED,0.5419,84987.04,0.0371,0.2959,10583.5
TORRINGTON SCHOOL DISTRICT,0.1749,55392.72,0.0525,0.7385,2190.5
TOTOWA,0.7203,87390.8,0.0129,0.7038,657.1667
TOUCHET SCHOOL DISTRICT,-0.5645,67499.5,0.0056,0.5729,103.5
TOUTLE LAKE SCHOOL DISTRICT,0.0009,56499.35,0.0087,0.8806,281.8333
TOWANDA AREA SD,0.0908,45277.72,0.0113,0.9656,696
TOWNS COUNTY,0.1696,40166.63,0.0013,0.9682,538.8333
TOWNSEND K-12 SCHOOLS,0.6634,53874.61,0.0085,0.9152,305.6667
TRACY AREA PUBLIC SCHOOL DISTRICT,0.6164,49427.68,0.0038,0.7962,355
TRACY JOINT UNIFIED,-1.0734,73629.23,0.0707,0.2392,7160.833
TRANSYLVANIA COUNTY SCHOOLS,0.7342,50459.72,0.0753,0.8312,1755.5
TRAVER JOINT ELEMENTARY,-1.897,33499.3,0,0.0772,133.3333
TRAVERSE CITY AREA PUBLIC SCHOOLS,0.045,61177.25,0.0102,0.9095,4921.833
TRAVIS UNIFIED,-0.2423,85647.72,0.1393,0.4184,2421.833
TREDYFFRIN-EASTTOWN SD,0.4627,157644.5,0.1423,0.7156,5753.5
TREMONT CUSD 702,1.6333,86547.16,0.0075,0.936,444
TRENTON,-2.0833,33343.49,0.6126,0.0217,5209.333
TRENTON CITY SCHOOL DISTRICT,-0.6716,32499.5,0.274,0.6795,620.5
TRENTON ISD,-0.395,64599.7,0.0183,0.8127,235
TRENTON PUBLIC SCHOOLS,0.2803,71931.02,0.0145,0.9254,1262.833
TRENTON R-IX,0.1187,45833.17,0.0133,0.9535,538.1667
TRENTON SCHOOL DEPARTMENT,-0.2161,54666.2,0.0021,0.9552,73
TREUTLEN COUNTY,-0.9018,30999.8,0.4062,0.563,541.5
TREVOR-WILMOT CONSOLIDATED SCHOOL DISTRICT,0.3033,88310.28,0.013,0.9138,361.5
TREYNOR COMM SCHOOL DISTRICT,0.8044,92691.6,0.0009,0.9863,353.1667
TRI CITY CUSD 1,0.0128,72213.47,0.0047,0.9717,248.3333
TRI COUNTY AREA SCHOOLS,-0.7327,55499.45,0.0063,0.9542,1080.667
TRI COUNTY PUBLIC SCHOOLS,0.1762,63299.78,0.0021,0.9235,162.1667
TRI POINT CUSD 6-J,-0.6622,53799.62,0.0193,0.9362,208.5
TRI VALLEY CUSD 3,1.5508,74110.17,0.02,0.9556,485
TRI-CENTER COMM SCHOOL DISTRICT,0.0655,80227.06,0.0035,0.9803,328.8333
TRI-COUNTY AREA SCHOOL DISTRICT,-0.1815,49582.41,0.0092,0.7476,287.3333
TRI-COUNTY COMM SCHOOL DISTRICT,-0.4773,47249.55,0.013,0.9599,116.3333
TRI-COUNTY NORTH LOCAL,0.438,64257.78,0.0065,0.9685,477.5
TRI-COUNTY SCHOOL CORP,0.3493,68666.09,0.0081,0.9635,349.3333
TRI-COUNTY SCHOOL DISTRICT,0.7111,56832.65,0.0037,0.9869,105.6667
TRI-CREEK SCHOOL CORPORATION,0.6706,73124.13,0.0058,0.8898,1663
TRI-VALLEY CENTRAL SCHOOL DISTRICT,-0.4839,64363.35,0.0231,0.9036,510.1667
TRI-VALLEY LOCAL,1.0304,56077.82,0.01,0.958,1450.167
TRI-VALLEY SCHOOL DISTRICT 49-6,0.2012,62999.8,0.0391,0.9241,380.1667
TRI-VALLEY SD,0.6236,61973.55,0.0051,0.9585,389.3333
TRI-VILLAGE LOCAL,-0.0108,59908.1,0.0023,0.961,349.1667
TRIAD CUSD 2,0.6149,87655.74,0.0165,0.9256,1614.833
TRIAD LOCAL,0.2265,75166.66,0.0048,0.9617,477.3333
TRICO CUSD 176,-0.9013,49972.69,0.0011,0.9614,440.3333
TRIGG COUNTY,0.3253,45499.9,0.095,0.8436,943.1667
TRIMBLE COUNTY,-0.4335,59499.05,0.0032,0.9556,671
TRIMBLE LOCAL,-0.3145,42856.57,0.0055,0.979,395.6667
TRINIDAD SCHOOL DISTRICT 1 IN THE COUNTY OF LAS ANIMAS AND,0.034,37691.77,0.0084,0.2793,626
TRINITY AREA SD,0.9156,65843.77,0.0248,0.9462,1557.333
TRINITY ISD,-1.2166,33124.37,0.1455,0.5788,2327.833
TRION CITY,0.679,28332.67,0.0071,0.8711,611.5
TRIOPIA CUSD 27,0.7266,64713.97,0,0.963,168.3333
TRIPOLI COMM SCHOOL DISTRICT,-0.1624,66099.59,0.0008,0.9733,207.5
TRIPP-DELMONT SCHOOL DISTRICT 33-5,-0.4913,58999.1,0.0241,0.9073,107.6667
TRITON,1.7408,104761.7,0.0054,0.9441,1394.833
TRITON SCHOOL CORPORATION,0.232,65768.84,0.0003,0.9185,481.6667
TRITON SCHOOL DISTRICT,0.2538,69681.17,0.0062,0.7901,530.1667
TRIWAY LOCAL,0.8184,60666.62,0.0043,0.9626,853.1667
TRONA JOINT UNIFIED,-1.0655,34999,0.0705,0.5493,130.6667
TROTWOOD-MADISON CITY,-1.6269,30833.17,0.8713,0.0756,1249
TROUP COUNTY,-0.2871,43332.67,0.3973,0.5128,5640.5
TROUP ISD,0.5824,39999,0.1131,0.7547,496.8333
TROUSDALE COUNTY SCHOOL DIST,-0.0465,50681.75,0.1436,0.782,477.1667
TROY AREA SD,0.5616,49410.88,0.0131,0.9631,672.5
TROY CCSD 30C,0.0406,81347.41,0.1059,0.5628,2866.5
TROY CITY,1.0442,55580.84,0.0454,0.8409,2114
TROY CITY,-0.6884,32030.84,0.6222,0.3219,1003.167
TROY CITY SCHOOL DISTRICT,-1.5242,32499.5,0.3759,0.4544,1874.667
TROY ELEM,-0.5865,64874.68,0.0017,0.8848,191.5
TROY ISD,-0.1425,61499.9,0.0177,0.739,611.8333
TROY PUBLIC SCHOOLS,0.2007,46999.6,0,0.9797,155.8333
TROY R-III,-0.2765,59016.95,0.0346,0.8994,2790
TROY SCHOOL DISTRICT,2.2769,113771.6,0.0583,0.604,5485.333
TROY SCHOOL DISTRICT,-0.0519,70999.27,0.0205,0.9562,145.3333
TROY SCHOOL DISTRICT,-0.4812,56999.3,0,0.9865,110.1667
TRUMAN PUBLIC SCHOOL DISTRICT,-0.0667,53666.3,0.024,0.9041,119.3333
TRUMANN SCHOOL DISTRICT,-0.6094,27726.73,0.0928,0.8535,722.5
TRUMANSBURG CENTRAL SCHOOL DISTRICT,0.2111,56683.54,0.0392,0.9223,491.1667
TRUMBULL SCHOOL DISTRICT,2.1276,127688.1,0.0388,0.8233,3139
TRUSSVILLE CITY,0.5736,95999.16,0.0983,0.8621,1982.333
TUBA CITY UNIFIED DISTRICT,-2.3987,37743.35,0.002,0.016,673.6667
TUCKAHOE COMMON SCHOOL DISTRICT,0.2537,46249.75,0.0311,0.4729,226.3333
TUCKAHOE UNION FREE SCHOOL DISTRICT,1.7441,97499.1,0.1267,0.7033,479.3333
TUCKER COUNTY SCHOOLS,-0.8296,43232.68,0.0135,0.9742,457.1667
TUCKERTON BOROUGH,0.4549,44374.13,0.0074,0.8761,151.1667
TUCSON UNIFIED DISTRICT,-1.2321,43285.93,0.0613,0.2669,28166
TUCUMCARI PUBLIC SCHOOLS,-0.8613,32499.5,0.0269,0.3146,474.3333
TUKWILA SCHOOL DISTRICT,-0.9196,40192.27,0.1962,0.1832,1307.167
TULARE CITY ELEMENTARY,-1.2119,45531.81,0.0489,0.2096,5970.167
TULAROSA MUNICIPAL SCHOOLS,-1.2281,30430.95,0.0118,0.2742,421.1667
TULELAKE BASIN JOINT UNIFIED,-1.44,35111.09,0.0014,0.3356,239.1667
TULIA ISD,-0.2814,49165.83,0.0897,0.3423,482.1667
TULLAHOMA CITY SCHOOL DISTRICT,-0.3439,43477.57,0.0745,0.8369,1495.833
TULLY CENTRAL SCHOOL DISTRICT,0.472,75208.32,0.0167,0.9656,470.3333
TULOSO-MIDWAY ISD,-0.0775,44217.9,0.016,0.2324,1654
TULPEHOCKEN AREA SD,0.8971,67590.41,0.0306,0.8611,670.3333
TULSA,-1.4521,34442.77,0.3091,0.2924,18046.5
TUMWATER SCHOOL DISTRICT,1.3267,74566.34,0.0197,0.787,2733.333
TUNICA COUNTY SCHOOL DISTRICT,-1.8611,28124.38,0.9753,0.0104,1026.167
TUNKHANNOCK AREA SD,0.6295,55975.01,0.0113,0.9666,1246.167
TUPELO PUBLIC SCHOOL DIST,-0.5112,52407.17,0.4815,0.4542,3312.5
TUPPER LAKE CENTRAL SCHOOL DISTRICT,-0.3668,57749.23,0.0076,0.9704,371.8333
TURKEY RUN COMMUNITY SCH CORP,0.3199,47642.33,0,0.9613,211.3333
TURKEY VALLEY COMM SCHOOL DISTRICT,0.9933,65249.65,0.0025,0.9473,162.5
TURKEY-QUITAQUE ISD,0.0498,28665.93,0.0256,0.6128,84.1667
TURKEYFOOT VALLEY AREA SD,-0.6968,37610.59,0,0.987,180.3333
TURLOCK UNIFIED,-1.1313,49968.52,0.0207,0.3538,5930.667
TURNER COUNTY,-1.1701,31499.7,0.562,0.3652,712.5
TURNER-KANSAS CITY,-0.5635,48665.94,0.1009,0.4845,1765.5
TURPIN,-0.8603,63187.29,0.0028,0.5013,172.6667
TURRELL SCHOOL DISTRICT,-2.578,37999.4,0.9178,0.0822,94.6667
TURTLE LAKE SCHOOL DISTRICT,0.1035,58665.8,0.0034,0.9285,187.8333
TURTLE LAKE-MERCER 72,-1.0708,66999.53,0.0023,0.9327,74.3333
TUSCALOOSA CITY,-1.3311,42320.96,0.7258,0.2315,4647.5
TUSCALOOSA COUNTY,-0.891,64537.2,0.2749,0.6775,8241.5
TUSCARAWAS VALLEY LOCAL,0.8851,69106.53,0.0042,0.9656,710
TUSCARORA SD,-0.0673,60364.84,0.0193,0.9399,1231.667
TUSCOLA CUSD 301,0.4998,62711.36,0.0007,0.9465,470.3333
TUSCUMBIA CITY,-0.8953,47624.47,0.2571,0.7269,743.8333
TUSHKA,0.3259,54999.5,0,0.6703,178
TUSLAW LOCAL,0.8346,59433.84,0.0022,0.9781,679.6667
TUSSEY MOUNTAIN SD,0.0898,43999.2,0.0127,0.9777,471.5
TUSTIN UNIFIED,0.4665,81249.75,0.0211,0.3146,10697.5
TUTTLE,0.094,60714.24,0.0024,0.7982,771.3333
TUXEDO UNION FREE SCHOOL DISTRICT,1.2148,111249.6,0.0384,0.7925,151.5
TWIGGS COUNTY,-1.8882,31249.75,0.6324,0.3375,410.6667
TWIN BRIDGES K-12 SCHOOLS,0.7062,57332.6,0.0014,0.9223,111.5
TWIN CEDARS COMM SCHOOL DISTRICT,-0.1512,65422.71,0.0183,0.9626,177.3333
TWIN FALLS DISTRICT,0.2064,48319.65,0.0124,0.7661,4015.5
TWIN HILLS,-0.3742,47832.77,0.042,0.6031,196.5
TWIN HILLS UNION ELEMENTARY,0.2491,77499.9,0.0108,0.7823,677.1667
TWIN LAKES #4 SCHOOL DISTRICT,0.1201,98528.47,0.0175,0.877,257.6667
TWIN LAKES SCHOOL CORP,0.3538,53461.19,0.0059,0.8309,1177.5
TWIN RIVER PUBLIC SCHOOLS,-0.3378,66149.59,0.0008,0.9231,216.6667
TWIN RIVERS R-X,-0.2574,33332.67,0.0022,0.9913,458
TWIN RIVERS SCHOOL DISTRICT,-1.654,48166.03,0,0.9905,105.6667
TWIN RIVERS UNIFIED,-1.4768,40433.44,0.1432,0.3193,14088.17
TWIN VALLEY,0.5132,61968.62,0.0135,0.9267,270
TWIN VALLEY COMMUNITY LOCAL,0.3961,68517.29,0.0035,0.9782,431
TWIN VALLEY SD,1.1408,89244.22,0.0216,0.931,1549.667
TWINFIELD USD #33,0.203,60166.66,0.031,0.8938,188.3333
TWINSBURG CITY,1.9116,88853.61,0.2377,0.6379,1955.667
TWO RIVERS SCHOOL DISTRICT,0.3371,59856.16,0.0224,0.8679,707.3333
TWO RIVERS SCHOOL DISTRICT,-0.6522,42082.92,0.0041,0.8948,389.6667
TWO ROCK UNION,0.8502,48832.57,0.0073,0.5316,93.8333
TYLER COUNTY SCHOOLS,-0.2067,43905.47,0.007,0.982,617.6667
TYLER ISD,-0.5663,43029.7,0.2952,0.2584,8581.333
TYNGSBOROUGH,1.5419,98713.34,0.0138,0.8777,1328.667
TYRONE AREA SD,0.581,56666,0.018,0.9646,801.5
TYRRELL COUNTY SCHOOLS,-0.2251,32124.57,0.3538,0.4308,267
UBLY COMMUNITY SCHOOLS,0.0302,54499.55,0.0098,0.9758,366.8333
UDALL,0.1717,58832.45,0.016,0.8891,157.3333
UHSD #32,0.7828,69856.49,0.0212,0.9334,242.1667
UINTA COUNTY SCHOOL DISTRICT #1,0.5936,60312.48,0.0074,0.8353,1352
UINTA COUNTY SCHOOL DISTRICT #4,0.5218,79062.34,0.0024,0.9714,344.3333
UINTA COUNTY SCHOOL DISTRICT #6,0.3073,88332.8,0.006,0.9426,327.6667
UINTAH DISTRICT,-0.2581,69579.2,0.0048,0.8231,3260.333
UKIAH UNIFIED,-1.8068,44953.55,0.0133,0.4331,2803
ULEN-HITTERDAL PUBLIC SCHOOL DIST,0.6197,65249.65,0.0047,0.9167,134.8333
ULYSSES,-0.7582,53094.93,0.0052,0.3404,743.6667
UMATILLA SD 6R,-1.7248,32030.84,0.0065,0.3407,631.8333
UMO N HO N NATION PUBLIC SCHS,-4.712,20499.9,0,0.0022,171.6667
UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,-1.0548,54466.22,0.0158,0.9435,349
UNALASKA CITY SCHOOL DISTRICT,0.7989,96249.16,0.0009,0.2693,185
UNDERHILL ID SCHOOL DISTRICT,1.8135,86666.2,0.0115,0.9476,43.6667
UNDERHILL TOWN SCHOOL DISTRICT,2.402,108499.7,0.0066,0.9547,64.3333
UNDERWOOD COMM SCHOOL DISTRICT,0.6583,78181.7,0.0041,0.9383,370.6667
UNDERWOOD PUBLIC SCHOOL DISTRICT,0.6307,69899.34,0.0074,0.9812,266.1667
UNICOI SCHOOL DISTRICT,-0.4664,47499.5,0.004,0.9029,1212.167
UNION,-0.153,60243.23,0.15,0.44,6602.167
UNION,0.3356,53130.12,0.1381,0.7836,1076.833
UNION 01,-0.8675,41847.46,0.3801,0.5918,2010.667
UNION AREA SD,0.5019,51666.5,0.1358,0.8471,370.5
UNION BEACH BOROUGH,0.283,87082.85,0.0316,0.785,449.8333
UNION CITY,-0.4765,77656.14,0,0.8526,122.6667
UNION CITY,0.294,37172.18,0.01,0.0224,4216.667
UNION CITY AREA SD,-0.1376,43975.39,0.0198,0.9585,539
UNION CITY COMMUNITY SCHOOLS,-0.6829,50294.09,0.0069,0.9688,506.6667
UNION CITY SCHOOL DISTRICT,-0.6309,30416.58,0.4019,0.5172,712
UNION CO SCHOOL DIST,-0.4749,45080.63,0.0792,0.8995,1312.833
UNION CO/CLG CORNER JOINT SCH DIST,0.626,49999,0.0026,0.9618,722.5
UNION COMM SCHOOL DISTRICT,0.1769,61714.17,0.0052,0.9466,577
UNION COUNTY,0.5637,56221.6,0.0048,0.9386,1260.5
UNION COUNTY,0.1248,51351.21,0.1224,0.8487,1004
UNION COUNTY PUBLIC SCHOOLS,1.2618,73231.95,0.1386,0.6903,19561.83
UNION COUNTY SCHOOL DISTRICT,-1.7563,34374.12,0.0378,0.9336,2257.5
UNION ELEMENTARY,1.5103,124797.4,0.0205,0.5899,3272.167
UNION ELEMENTARY DISTRICT,-1.4787,48499.3,0.1444,0.0967,1698
UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,0.0708,56666,0.0515,0.3736,1145.167
UNION GAP SCHOOL DISTRICT,-0.6105,34665.73,0.0086,0.254,396
UNION GROVE ISD,0.0885,71381.59,0.0102,0.9185,344.3333
UNION GROVE J1 SCHOOL DISTRICT,0.6763,66524.56,0.0151,0.9217,537.3333
UNION HILL ISD,-0.6485,55624.44,0.1106,0.7364,124.8333
UNION LOCAL,0.1199,50749.93,0.0007,0.9891,672.8333
UNION PARISH,-1.588,43225.16,0.4112,0.4905,1349.833
UNION PUBLIC SCHOOL DIST,0.0725,52428.33,0.2097,0.7775,449
UNION R-XI,0.1543,57296.57,0.0216,0.9597,1350.667
UNION RIDGE SD 86,0.5367,55999.4,0.0009,0.7157,347
UNION SCHOOL CORPORATION,0.1341,42874.43,0,0.9631,181.5
UNION SD,0.3264,39582.42,0.0242,0.9702,265.8333
UNION SD 5,-0.8709,49999,0.0017,0.9341,178
UNION SD 81,0.0958,79583.15,0.2743,0.3614,75.3333
UNION SPRINGS CENTRAL SCHOOL DISTRICT,0.7742,76346.1,0.0194,0.9547,406.5
UNION STAR R-II,0.2836,60937.44,0.0358,0.9509,66.3333
UNION TOWNSHIP,2.2923,157692.2,0.0151,0.873,350
UNION TOWNSHIP,0.2494,82563.8,0.4503,0.2552,3333.5
UNION TOWNSHIP SCHOOL CORP,1.1261,75967.7,0.0114,0.838,777.3333
UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,0.2769,57680.39,0.0737,0.8067,1834.667
UNION-NORTH UNITED SCHOOL CORP,0.3406,60115.38,0.0149,0.9335,578.8333
UNION-SCIOTO LOCAL,0.2305,43268.58,0.0234,0.8936,1031.833
UNIONDALE UNION FREE SCHOOL DISTRICT,-0.3883,82127.81,0.5129,0.008,2876.833
UNIONTOWN,1.3224,62833.14,0.0155,0.9212,194.5
UNIONTOWN AREA SD,-0.1052,37777.22,0.186,0.7869,1366.667
UNIONVILLE-CHADDS FORD SD,2.7802,160920.8,0.0086,0.8719,1957.667
UNIONVILLE-SEBEWAING AREA S.D.,-0.2257,59999,0.0043,0.9369,367.6667
UNITED 7,0.0357,74399.04,0.0066,0.9526,256.1667
UNITED CUSD 304,-0.2215,46416.39,0.0137,0.9399,431.8333
UNITED ISD,-0.8448,42525.27,0.0012,0.0105,18878.67
UNITED LOCAL,0.5629,55999.4,0.003,0.9748,608.8333
UNITED SD,0.7315,54687.03,0.0018,0.9864,554.5
UNITED SOUTH CENTRAL SCHOOL DIST.,0.4993,55311.97,0.0084,0.8004,283.8333
UNITY POINT CCSD 140,0.7533,33124.39,0.1569,0.6083,406.3333
UNITY SCHOOL DISTRICT,0.094,52999.7,0.0031,0.9049,429.1667
UNIVERSITY CITY,-0.5571,45227.23,0.8328,0.1192,1405.667
UNIVERSITY PLACE SCHOOL DISTRICT,1.1691,65755.43,0.1108,0.562,2591.333
UP-ISLAND REGIONAL,1.9889,96249.15,0.0274,0.8585,312.6667
UPLAND UNIFIED,-0.0682,68693.45,0.0871,0.3093,5517.833
UPPER ADAMS SD,0.4619,59999,0.024,0.7441,765.5
UPPER ARLINGTON CITY,1.8555,125412.1,0.0074,0.8903,2670.333
UPPER DARBY SD,-0.2514,52792.52,0.4447,0.3779,5523
UPPER DAUPHIN AREA SD,0.3267,63481.91,0.013,0.945,578.5
UPPER DEERFIELD TOWNSHIP,-0.7176,65683.83,0.199,0.5323,525
UPPER DUBLIN SD,2.5444,121165.8,0.0796,0.7635,1934.167
UPPER FREEHOLD REGIONAL,1.5297,136171.4,0.0287,0.9118,782.1667
UPPER LAKE UNION ELEMENTARY,-2.188,53999.6,0.0087,0.5385,230.5
UPPER MERION AREA SD,1.5411,92441.16,0.0951,0.6466,1758.333
UPPER MORELAND TOWNSHIP SD,1.0681,82829.36,0.0865,0.7939,1367
UPPER PERKIOMEN SD,0.7506,76344.03,0.028,0.9206,1466.5
UPPER PITTSGROVE TOWNSHIP,0.8243,71999.2,0.032,0.8781,259
UPPER SADDLE RIVER,2.9184,200568.2,0.0153,0.8414,848.5
UPPER SAINT CLAIR SD,2.3595,122790.8,0.0107,0.8736,1889.333
UPPER SANDUSKY EXEMPTED VILLAGE,0.427,66260.45,0.0018,0.9232,770.6667
UPPER SCIOTO VALLEY LOCAL,-0.4811,67363.14,0.0068,0.9712,288.5
UPPER TOWNSHIP,1.2201,93989.63,0.0074,0.9347,956.3333
UPSALA PUBLIC SCHOOL DISTRICT,0.3702,68142.31,0.002,0.9688,179.1667
